subID,expID,onset,offset,category,trialsID,instanceID,individual_prop_1,individual_prop_2,individual_prop_3,individual_prop_4,individual_prop_5,individual_prop_6,individual_prop_7,individual_prop_8,individual_prop_9,individual_prop_10,individual_prop_11,individual_prop_12,individual_prop_13,individual_prop_14,individual_prop_15,individual_prop_16,individual_prop_17,individual_prop_18,targetGaze
18511,185,256.4,258.65,14,1,90,0.0,0.0,0.0,0.0044444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99556,0.0,0.0,0.0,0.0,0.99556
18511,185,258.65,260.9,11,1,91,0.0,0.0,0.0,0.0,0.0,0.0,0.20444,0.0,0.0,0.0,0.65556,0.0,0.0,0.12222,0.0,0.0,0.0,0.0,0.65556
18511,185,260.9,263.15,7,1,92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18511,185,265.6,267.85,16,1,93,0.0,0.0,0.0,0.0,0.0,0.22133,0.0,0.12978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63156,0.0,0.0,0.63156
18511,185,267.85,270.1,6,1,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20933,0.0,0.0,0.0
18511,185,270.1,272.35,10,1,95,0.0,0.0,0.0,0.0,0.0,0.21956,0.0,0.24,0.0,0.33467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33467
18511,185,272.35,274.6,8,1,96,0.0,0.0,0.0,0.0,0.0,0.75244,0.0,0.22978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22978
18511,185,277.05,279.3,2,1,97,0.0,0.39822,0.0,0.27511,0.0,0.0,0.0,0.0,0.11556,0.0,0.0,0.088444,0.0,0.0,0.0,0.0,0.0,0.0,0.39822
18511,185,279.3,281.55,4,1,98,0.0,0.15022,0.0,0.84133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84133
18511,185,281.55,283.8,9,1,99,0.0,0.0,0.0,0.16222,0.0,0.0,0.0,0.0,0.404,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.404
